;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
1239;5986;5986;13;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;106,816666;-6,2;2620,8;Combination 6;TN;0,533217796;0;Low;Low
1240;5989;5989;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;106,816666;-6,2;7560,8;Combination 6;FP;0,587192399;1;Threatening;High
1241;5990;5990;65;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;34,45;No;106,816666;-6,2;5725,2;Combination 6;TN;0,930950302;0;Least Concern;Low
1242;5991;5991;55;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;24,895;No;106,816666;-6,2;7007;Combination 6;TN;0,911620679;0;Low;Low
1243;6003;6003;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;106,816666;-6,2;5168,8;Combination 6;FP;0,587192399;1;Threatening;Moderate
1244;6004;6004;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;7276,1;Combination 6;TN;0,511199555;0;Low;High
1245;6009;6009;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,715;No;106,816666;-6,2;4119,7;Combination 6;TN;0,588248598;0;Low;Moderate
1246;6013;6013;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,39;No;106,816666;-6,2;5635,5;Combination 6;TN;0,92172208;0;Least Concern;Low
1247;6014;6014;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;34,255;No;106,816666;-6,2;2845,7;Combination 6;FP;0,543849055;1;Threatening;Low
1248;6017;6017;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;4245,8;Combination 6;FP;0,543849055;1;Threatening;Moderate
1249;6018;6018;39;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,085;No;106,816666;-6,2;7781,8;Combination 6;TN;0,810610244;0;Low;Low
1250;6019;6019;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,35;No;106,816666;-6,2;6110;Combination 6;TN;0,608731281;0;Low;Moderate
1251;6023;6023;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;7486,7;Combination 6;TN;0,734130634;0;Low;Moderate
1252;6027;6027;65;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,63;No;106,816666;-6,2;7083,7;Combination 6;TN;0,930950302;0;Least Concern;Low
1253;6033;6033;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,805;No;106,816666;-6,2;7693,4;Combination 6;FP;0,607692583;1;Threatening;High
1254;6037;6037;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,195;No;106,816666;-6,2;2857,4;Combination 6;FP;0,607692583;1;Threatening;Moderate
1255;6040;6040;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,89;No;106,816666;-6,2;5851,3;Combination 6;TN;0,918703199;0;Low;Low
1256;6042;6042;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;6523,4;Combination 6;FP;0,565646212;1;Threatening;High
1257;6045;6045;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,675;No;106,816666;-6,2;3988,4;Combination 6;FP;0,63876677;1;Threatening;Moderate
1258;6049;6049;45;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;24,96;No;106,816666;-6,2;4486,3;Combination 6;TN;0,797660614;0;Low;Low
1259;6051;6051;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;7465,9;Combination 6;TN;0,797174531;0;Low;Low
1260;6054;6054;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;2853,5;Combination 6;FP;0,565646212;1;Threatening;Moderate
1261;6062;6062;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,02;No;106,816666;-6,2;7983,3;Combination 6;TN;0,948352993;0;Least Concern;Low
1262;6064;6064;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;106,816666;-6,2;4149,6;Combination 6;FP;0,597846853;1;Threatening;Moderate
1263;6067;6067;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,09;No;106,816666;-6,2;3728,4;Combination 6;TN;0,522219469;0;Low;Moderate
1264;6069;6069;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,39;No;106,816666;-6,2;4719;Combination 6;TN;0,678718436;0;Low;Low
1265;6073;6073;24;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;4672,2;Combination 6;TN;0,649878522;0;Low;Moderate
1266;6077;6077;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,045;No;106,816666;-6,2;6800,3;Combination 6;TN;0,668353757;0;Low;Moderate
1267;6078;6078;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,69;No;106,816666;-6,2;3719,3;Combination 6;TN;0,859002072;0;Low;Low
1268;6081;6081;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;106,816666;-6,2;5538;Combination 6;TN;0,925264672;0;Least Concern;Low
1269;6082;6082;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;106,816666;-6,2;7554,3;Combination 6;TN;0,500168745;0;Low;High
1270;6084;6084;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;106,816666;-6,2;8244,6;Combination 6;TN;0,946148221;0;Least Concern;Low
1271;6086;6086;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;3390,4;Combination 6;TN;0,842592165;0;Low;Low
1272;6087;6087;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;2687,1;Combination 6;FP;0,597846853;1;Threatening;Low
1273;6092;6092;38;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;6431,1;Combination 6;TN;0,774925525;0;Low;Low
1274;6094;6094;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,46;No;106,816666;-6,2;8061,3;Combination 6;TN;0,904766274;0;Low;Low
1275;6098;6098;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,325;No;106,816666;-6,2;6674,2;Combination 6;TN;0,878738723;0;Low;Low
1276;6099;6099;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,8;No;106,816666;-6,2;6412,9;Combination 6;TN;0,941469961;0;Least Concern;Low
1277;6100;6100;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,87;No;106,816666;-6,2;7571,2;Combination 6;FP;0,501335754;1;Notable;High
1278;6101;6101;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;24,765;No;106,816666;-6,2;5605,6;Combination 6;TN;0,669020386;0;Low;Moderate
1279;6103;6103;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,805;No;106,816666;-6,2;8239,4;Combination 6;TN;0,904246472;0;Low;Low
1280;6104;6104;28;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,41;No;106,816666;-6,2;4076,8;Combination 6;TN;0,688909967;0;Low;Low
1281;6105;6105;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;106,816666;-6,2;5863;Combination 6;TN;0,629539975;0;Low;Moderate
1282;6116;6116;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;5846,1;Combination 6;TN;0,522219469;0;Low;Moderate
1283;6123;6123;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,39;No;106,816666;-6,2;3259,1;Combination 6;FP;0,512365919;1;Notable;Moderate
1284;6124;6124;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,26;No;106,816666;-6,2;7865;Combination 6;TN;0,904246472;0;Low;Low
1285;6127;6127;46;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;4076,8;Combination 6;TN;0,830529062;0;Low;Low
1286;6130;6130;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;106,816666;-6,2;5037,5;Combination 6;TN;0,732954368;0;Low;Low
1287;6141;6141;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,07;No;106,816666;-6,2;7112,3;Combination 6;TN;0,954334787;0;Least Concern;Low
1288;6143;6143;57;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;24,44;No;106,816666;-6,2;8405,8;Combination 6;TN;0,91847818;0;Low;Low
1289;6148;6148;16;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,78;No;106,816666;-6,2;7367,1;Combination 6;TN;0,648507973;0;Low;Moderate
1290;6153;6153;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;34,19;No;106,816666;-6,2;7043,4;Combination 6;TN;0,919151539;0;Low;Low
1291;6155;6155;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;7221,5;Combination 6;TN;0,629539975;0;Low;Moderate
1292;6158;6158;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,785;No;106,816666;-6,2;6935,5;Combination 6;TN;0,948352993;0;Least Concern;Low
1293;6160;6160;30;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,955;No;107,60981;-6,914744;7689,5;Combination 6;TN;0,742079242;0;Low;Moderate
1294;6163;6163;30;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,09;No;107,60981;-6,914744;5788,9;Combination 6;TN;0,707503463;0;Low;Moderate
1295;6164;6164;6;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,895;No;107,60981;-6,914744;6918,6;Combination 6;FP;0,543849055;1;Threatening;High
1296;6175;6175;63;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,935;No;107,60981;-6,914744;6696,3;Combination 6;TN;0,925056333;0;Least Concern;Low
1297;6181;6181;61;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,285;No;107,60981;-6,914744;5926,7;Combination 6;TN;0,918703199;0;Low;Low
1298;6183;6183;35;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,025;No;107,60981;-6,914744;3486,6;Combination 6;TN;0,750998246;0;Low;Low
1299;6185;6185;47;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,545;No;107,60981;-6,914744;5406,7;Combination 6;TN;0,859002072;0;Low;Low
1300;6186;6186;3;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,105;No;107,60981;-6,914744;7627,1;Combination 6;FP;0,576455649;1;Threatening;High
